,timestamp,open,high,low,close,volume,bb_upper,bb_middle,bb_lowerband,macd,macd_signal,macdhist,macd_useful,rsi,stochastic_k,stochastic_d,useful_stochastic,returns
4070,2005-05-26,397.7019,398.5989,393.5901,396.7673,12258939,401.35944169267935,395.19002,389.02059830732065,-3.250965002133853,-3.0798497483169434,-0.17111525381690962,1.0555596109551837,45.63811494557965,66.1499102270041,55.09801854856611,1.2005860096165946,0.3243523344791772
4069,2005-05-27,396.2066,403.0842,395.5712,396.9169,7758562,397.1425183683863,396.76736,396.3922016316137,-3.069821492786275,-3.07784409721081,0.00802260442453484,0.9973934337896435,45.79980482278027,67.02594209331717,64.05399346001403,1.046397554200245,0.33364742090850763
4068,2005-05-30,396.9542,399.8697,392.6557,393.7024,4156702,398.51674605527046,396.10206,393.68737394472953,-3.149343569590428,-3.0921439916867337,-0.057199577903694454,1.018498355205151,42.850556699630516,45.959597208437536,59.71181650958625,0.769690153389641,0.4088105635119319
4067,2005-05-31,393.7024,401.9255,391.796,400.1314,6978598,400.89443448654964,396.81969999999995,392.74496551345027,-2.662902534954469,-3.0062957003402806,0.34339316538581155,0.885775319657696,49.81147864968771,45.75619796080637,52.91391242085368,0.8647290640102732,0.3333954795849565
4066,2005-06-01,401.4395,406.6724,400.7294,403.9813,5746653,405.2873491749104,398.29985999999997,391.31237082508954,-1.9443267666789552,-2.7939019136080154,0.8495751469290602,0.6959180482352983,53.466665955566626,55.262967621720975,48.99292093032161,1.127978625734863,0.3490005601744437
4065,2005-06-02,404.4673,405.925,395.1975,395.9825,5704920,405.2943748811719,398.14289999999994,390.991425118828,-1.9972633953328227,-2.634574209952977,0.6373108146201543,0.7580972241311322,45.974871813762505,61.2979579902715,54.10570785759959,1.1329296005442002,0.37011484093362723
4064,2005-06-03,396.3936,414.8958,396.3936,413.3258,14989276,415.2549791374126,401.42467999999997,387.59438086258734,-0.6324660144168206,-2.2341525708457457,1.601686556428925,0.283089893980427,59.29346722626347,67.75185583874419,61.437593816912205,1.1027752167613998,0.2868509538964177
4063,2005-06-06,417.1383,423.1189,409.8496,412.5034,9070016,418.7938586840284,405.18487999999996,391.5759013159715,0.37842271438535136,-1.7116375137995261,2.0900602281848775,-0.2210881166920216,58.55628947740994,62.48491779242348,63.84491054047971,0.978698493951308,0.2818054348158101
4062,2005-06-07,411.9054,415.4189,407.2705,409.5132,6873450,419.9328657152461,407.06124,394.1896142847539,0.9275825706903902,-1.1837934969015427,2.111376067591933,-0.7835678884182434,55.83799199958149,70.19476347613978,66.81051236910247,1.0506544701878744,0.31297916648352264
4061,2005-06-08,409.7375,418.6334,409.7375,417.5122,8153654,424.4702882711276,409.76742,395.06455172887246,1.985362143912937,-0.5499623687386467,2.5353245126515835,-3.609996350234686,61.047311704950424,65.76686307889558,66.1488481158196,0.9942253712981486,0.2838853571224984
4060,2005-06-09,417.9606,421.9975,416.7646,417.8859,6147709,420.4822506795903,414.1481,407.8139493204097,2.8212924403817397,0.12428859308543061,2.697003847296309,22.699528334370196,61.27712327911547,70.5368108140107,68.83281245634868,1.0247556114134178,0.25885510853560767
4059,2005-06-10,418.6334,425.6231,418.6334,423.6796,9419562,425.97118940838084,416.21885999999995,406.46653059161906,3.9062476021122166,0.8806803948907879,3.0255672072214286,4.4354883165039976,64.74943082968359,83.24974200983904,73.18447196758177,1.137532864167085,0.2348472761020357
4058,2005-06-13,427.8658,427.8658,418.7456,425.6606,5976815,430.1500111453316,418.85029999999995,407.5505888546683,4.869796545324277,1.6785036249774858,3.1912929203467915,2.9012725816362757,65.87616523751582,86.37407518892849,80.05354267092606,1.078953813999014,0.2549171804954464
4057,2005-06-14,426.8567,430.0338,422.3712,429.3609,8108044,431.9460386325831,422.81984,413.6936413674169,5.864398178378451,2.515682535657679,3.348715642720772,2.3311360218372355,67.93768473608462,91.79584663423368,87.13988794433372,1.0534308546836124,0.23391673531520918
4056,2005-06-15,429.8469,431.342,425.9223,429.8095,6773032,433.97637831124393,425.2793,416.582221688756,6.612599478596053,3.3350659242453538,3.277533554350699,1.9827492555765078,68.18859560592317,91.8214904803981,89.99713743452007,1.0202712341512572,0.22715016769056984
4055,2005-06-16,431.2673,444.5739,430.0712,441.6584,12594849,442.5281240214063,430.0338,417.53947597859366,8.0686512154777,4.281782982491823,3.786868232985878,1.8844138641473314,73.98056115738778,91.64419558768203,91.75384423410458,0.9988049694556363,0.1834798115466616
4054,2005-06-17,444.0506,454.8154,436.6123,449.1712,14529417,452.8190655349997,435.13212000000004,417.4451744650004,9.716793730522,5.368785132097858,4.3480085984241414,1.8098682460635471,76.85768410999071,87.53332525244768,90.33300377350925,0.9690071357741943,0.14046804425573134
4053,2005-06-20,457.5066,482.6993,457.5066,471.2617,39639174,475.1169456002236,444.25234,413.38773439977643,12.659545914895489,6.826937288657384,5.8326086262381045,1.8543521610969962,82.85939472556251,84.71794394596093,87.96515492869686,0.963085258186971,0.10215703928411757
4052,2005-06-21,471.2617,485.0916,459.8987,482.8489,25877462,493.79863190417564,454.94993999999997,416.1012480958243,15.745187701343127,8.610587371194534,7.134600330148594,1.8285846275733013,85.04957302020911,87.2009012114239,86.4840568032775,1.0082887463267014,0.0782629928327474
4051,2005-06-22,482.9236,493.3147,478.812,490.0255,19089622,504.5120518504499,466.9931399999999,429.47422814954996,18.55577328672132,10.59962455429989,7.956148732421429,1.7506066551379786,86.2236894419267,90.68328218878317,87.53404244872264,1.0359773141050277,0.06567494956895104
4050,2005-06-23,493.3147,493.3147,483.1479,486.3624,12195251,505.5071115165286,475.9339399999999,446.3607684834712,20.254124121000814,12.530524467640074,7.72359965336074,1.616382791742424,82.65553042457056,92.91593536641847,90.26670625554182,1.0293489063772503,0.07593000610244549
4049,2005-06-24,482.2135,492.2681,480.0828,489.4275,8609139,497.6945709019909,483.9851999999999,470.2758290980089,21.59843404391495,14.344106382895049,7.2543276610199,1.505735768222584,83.27906247212049,90.56082396123065,91.3866805054774,0.9909630534813304,0.08087632999780348
4048,2005-06-27,490.3992,504.6029,482.2508,484.7177,19864825,492.14411469337375,486.67639999999994,481.20868530662614,22.029821772193372,15.881249460754713,6.1485723114386595,1.387159229922862,78.60300940406462,77.46719867160522,86.98131933308476,0.8906188048833068,0.10973170569178725
4047,2005-06-28,500.8651,500.8651,468.7199,470.2899,14924077,498.5782549080489,484.1645999999999,469.7509450919509,20.965815898084486,16.898162748220667,4.067653149863819,1.2407157044508956,66.31843286733573,49.679319998054666,72.56911421029683,0.6845793908148002,0.15522191737479396
4046,2005-06-29,461.8425,483.6712,461.8425,480.0081,13971958,495.5042378559839,482.1611199999999,468.81800214401596,20.668507410984034,17.65223168077334,3.016275730210694,1.1708722038526151,69.74804399268189,34.12530036396641,53.757273011208746,0.6348034126815001,0.13821850089613075
4045,2005-06-30,479.9707,488.2312,475.5975,479.8587,6955290,493.56437162871845,480.8603799999999,468.15638837128137,20.188116916406898,18.15940872790005,2.0287081885068474,1.1117166433612977,69.630661707559,29.66351188626041,37.82271074942714,0.7842777870359198,0.13818317767292743
4044,2005-07-01,479.9707,482.1761,476.2703,478.1766,3596473,488.0008265588757,478.6101999999999,469.2195734411241,19.447493971465747,18.41702577661319,1.0304681948525563,1.055951933137928,68.23819772147534,40.93811096247931,34.90897440423535,1.1727102173907598,0.1397638445712317
4043,2005-07-04,479.1857,485.3533,477.6907,481.3164,5187474,485.82616835598566,477.9299399999999,470.0337116440141,18.896078342563555,18.512836289803264,0.38324205276029133,1.0207014228809108,69.46565643936816,43.412064762087795,38.00456253694248,1.1422856063634184,0.14692871466669333
4042,2005-07-05,480.6435,485.9138,475.8218,477.13,6849521,482.2441883702799,479.2979599999999,476.35173162971984,17.914759791798986,18.39322099020241,-0.4784611984034228,0.9739870902079475,65.8135733608527,48.67842662901513,44.34286745119405,1.0977735412035095,0.16114371345335643
4041,2005-07-06,478.4383,483.5216,478.4383,482.2508,8851363,483.547484251536,479.74649999999986,475.9455157484637,17.35026053075211,18.184628898312347,-0.8343683675602378,0.9541168328357983,68.02781301609382,53.499755680095454,48.53008235706611,1.1024039746412206,0.16749334578605146
4040,2005-07-07,479.9334,482.1761,455.3012,458.8896,14716060,492.64341221155354,475.5526799999998,458.461947788446,14.84669375322818,17.517041869295515,-2.670348116067334,0.8475571311644796,51.606228671187594,40.77235987627997,47.6501807284635,0.8556601308318834,0.22505478441873605
4039,2005-07-08,467.2248,470.7383,459.824,463.9356,9046187,491.7334428675583,472.70447999999976,453.6755171324412,13.118546634048698,16.63734282224615,-3.5187961881974523,0.7885001093147883,54.17916100647254,30.863488498208003,41.71186801819446,0.7399210336191498,0.19360273279308604
4038,2005-07-11,467.2248,474.9995,465.356,473.168,6113539,488.17210235939547,471.07479999999975,453.97749764060404,12.351573858235156,15.780189029443951,-3.4286151712087953,0.7827266096235344,58.52412791232117,32.763851050438895,34.799899808308936,0.9414926833385909,0.2020696665877657
4037,2005-07-12,472.4577,481.0548,471.3739,477.0926,8380884,488.1540487684572,471.06731999999977,453.98059123154235,11.922984089626425,15.008748041480446,-3.0857639518540214,0.7944023083520533,60.24968556797011,54.59606342504431,39.40780099123038,1.385412584609678,0.19782197418278957
4036,2005-07-13,476.9432,480.2324,470.2152,471.486,4292651,482.086277376978,468.91435999999976,455.74244262302153,11.004069779866029,14.207812389157564,-3.2037426092915346,0.7745083816185233,56.62530840453749,65.26851550112436,50.87614332553583,1.2828903929194784,0.2123038648019242
