,timestamp,open,high,low,close,volume
4194,2005-01-03,144.2,144.85,143.6,144.35,304222
4193,2005-01-04,145.0,148.65,144.5,146.2,560947
4192,2005-01-05,146.5,148.0,143.0,144.65,711081
4191,2005-01-06,144.5,144.95,140.3,141.75,443657
4190,2005-01-07,141.75,142.7,140.4,140.95,218644
4189,2005-01-10,141.5,143.9,141.2,142.75,570226
4188,2005-01-11,143.5,144.0,140.25,141.1,440783
4187,2005-01-12,141.4,141.85,136.3,138.95,928226
4186,2005-01-13,141.0,141.0,138.0,140.0,377948
4185,2005-01-14,140.75,140.75,139.0,140.1,474788
4184,2005-01-17,139.8,143.9,138.55,140.15,1070797
4183,2005-01-18,141.45,143.8,140.0,142.9,723143
4182,2005-01-19,142.0,143.5,141.1,141.9,380939
4181,2005-01-20,141.1,143.0,140.7,142.1,529906
4180,2005-01-24,142.0,149.0,141.9,147.8,811301
4179,2005-01-25,147.0,149.75,146.5,149.4,720029
4178,2005-01-27,149.9,152.9,148.55,151.35,795446
4177,2005-01-28,151.85,154.15,151.1,153.1,537871
4176,2005-01-31,158.2,160.3,153.0,159.85,1095117
4175,2005-02-01,160.8,170.0,157.65,168.8,2314822
4174,2005-02-02,168.4,168.8,163.1,164.55,501479
4173,2005-02-03,166.0,167.0,162.05,165.45,361353
4172,2005-02-04,168.0,170.5,165.1,165.75,607712
4171,2005-02-07,167.0,168.0,161.25,162.15,360583
4170,2005-02-08,162.0,162.75,158.5,160.05,318658
4169,2005-02-09,160.0,163.45,159.0,160.4,633730
4168,2005-02-10,159.9,162.0,153.0,154.0,1369268
4167,2005-02-11,152.0,157.5,151.4,155.3,2595024
4166,2005-02-14,153.55,158.0,151.05,151.9,1247574
4165,2005-02-15,152.0,154.1,151.05,152.05,542849
4164,2005-02-16,153.0,153.45,143.2,143.9,980527
4163,2005-02-17,145.0,146.35,144.0,144.9,390633
4162,2005-02-18,145.9,146.25,143.1,144.75,444717
4161,2005-02-21,145.1,146.0,141.25,142.4,234493
4160,2005-02-22,143.2,146.35,141.3,145.25,592509
4159,2005-02-23,145.05,146.5,143.15,143.95,344771
4158,2005-02-24,141.05,145.9,141.05,142.85,1663696
4157,2005-02-25,143.0,144.0,140.0,140.5,384121
4156,2005-02-28,141.0,145.6,139.2,144.0,782033
4155,2005-03-01,143.0,147.0,143.0,146.05,1025675
4154,2005-03-02,145.0,147.45,145.0,146.75,517585
4153,2005-03-03,146.55,151.8,146.05,150.4,3003139
4152,2005-03-04,151.2,151.45,148.1,149.7,1033363
4151,2005-03-07,150.65,150.65,142.5,144.95,1156177
4150,2005-03-08,146.0,147.0,144.8,146.15,599455
4149,2005-03-09,147.2,147.2,142.05,144.1,541998
4148,2005-03-10,144.5,146.0,142.1,144.1,491109
4147,2005-03-11,144.95,145.1,143.0,143.3,249751
4146,2005-03-14,144.8,144.8,135.0,138.6,743612
4145,2005-03-15,138.9,139.8,135.05,135.7,506688
4144,2005-03-16,137.9,138.0,135.0,135.35,393642
4143,2005-03-17,136.2,140.0,133.4,133.9,394338
4142,2005-03-18,133.0,134.0,132.0,133.45,380134
4141,2005-03-21,132.5,133.0,129.65,130.2,357948
4140,2005-03-22,130.0,132.4,128.5,130.6,855282
4139,2005-03-23,131.0,134.5,129.95,133.55,1038468
4138,2005-03-24,133.95,136.75,133.5,134.55,427641
4137,2005-03-28,135.0,136.0,133.65,135.0,183296
4136,2005-03-29,135.45,136.0,131.0,131.55,297954
4135,2005-03-30,131.1,132.2,129.5,131.3,210087
4134,2005-03-31,131.95,133.95,131.0,131.75,227277
4133,2005-04-01,132.5,133.7,130.9,132.2,278426
4132,2005-04-04,132.0,133.4,130.7,131.15,207028
4131,2005-04-05,132.0,132.0,129.15,129.5,380761
4130,2005-04-06,130.0,133.4,130.0,132.85,301118
4129,2005-04-07,134.0,134.6,132.0,132.5,553142
4128,2005-04-08,131.8,133.0,131.55,131.75,137641
4127,2005-04-11,130.8,132.65,129.35,130.05,158038
4126,2005-04-12,130.5,133.5,129.75,132.65,279167
4125,2005-04-13,132.7,135.8,132.7,134.7,373588
4124,2005-04-15,133.1,134.8,131.25,132.3,543289
4123,2005-04-18,131.9,132.4,129.1,129.55,321800
4122,2005-04-19,130.0,131.7,126.3,127.55,251884
4121,2005-04-20,127.0,131.5,126.35,131.05,545475
4120,2005-04-21,130.6,131.45,129.5,130.9,187560
4119,2005-04-22,132.95,133.0,131.0,132.2,257600
4118,2005-04-25,132.2,134.4,130.85,133.65,397437
