,timestamp,open,high,low,close,volume,bb_upper,bb_middle,bb_lowerband,macd,macd_signal,macdhist,macd_useful,rsi,stochastic_k,stochastic_d,useful_stochastic,returns
4126,2005-03-07,1123.9979,1126.8977,1093.9977,1100.7981,858782,1140.0193770607852,1113.6478600000003,1087.2763429392153,39.06706429621636,35.098296389297126,3.9687679069192328,1.1130757989760856,61.72484127895586,43.07353562386945,55.74672113702352,0.7726649163454148,-0.0945675687485289
4125,2005-03-08,1104.7977,1121.9981,1093.9977,1099.548,1535583,1121.3976908614457,1106.2979200000002,1091.1981491385548,37.555241724808184,35.58968545639934,1.9655562684088466,1.0552282562546622,61.39441417088616,31.46192242123608,43.70092491521715,0.7199372206028685,-0.059115018171103095
4124,2005-03-09,1107.3978,1118.7977,1090.098,1094.7978,997688,1117.8552927310748,1102.5379000000003,1087.2205072689258,35.56385205518859,35.58451877615719,-0.020666720968598895,0.9994192215693964,60.078324966379256,16.69115279952356,30.408870281543027,0.5488909204777143,-0.07795932728399724
4123,2005-03-10,1099.6979,1103.7978,1084.3479,1089.248,783379,1119.0994686671609,1100.32796,1081.5564513328393,33.15564132195186,35.098743285316125,-1.9431019633642634,0.9446389875680484,58.50047402639247,12.235419106182889,20.12949810898084,0.6078352793467819,-0.06086758938276693
4122,2005-03-11,1098.9981,1099.998,1089.9981,1092.798,382888,1103.985182023944,1095.4379800000002,1086.8907779760564,31.17421534779828,34.31383769781256,-3.139622350014278,0.9085027335716978,59.23793666092163,13.610189657821152,14.178920521175863,0.9598889871407823,-0.07000378844031563
4121,2005-03-14,1099.598,1109.6478,1088.9978,1096.848,758908,1101.659661079442,1094.64796,1087.636258920558,29.58963129001063,33.36899641625217,-3.7793651262415437,0.8867402219983809,60.10886933526767,21.187952968336504,15.677853910780177,1.3514574819304543,-0.08538092789520513
4120,2005-03-15,1090.148,1103.9981,1064.9979,1084.5981,537859,1100.3179722423822,1091.6579800000002,1082.9979877576181,27.033744278467566,32.10194598869525,-5.068201710227683,0.8421216672655154,56.19767852541619,29.83055739427502,21.542900006810886,1.384704816196703,-0.06560024399821451
4119,2005-03-16,1098.9981,1114.9979,1061.5482,1067.9481,862760,1106.3252652372635,1086.2880400000001,1066.2508147627368,23.394986713543858,30.36055413366497,-6.965567420121111,0.7705717955787434,51.310655496258526,27.202013935326047,26.07350809931252,1.0432817030878665,-0.047708217281345444
4118,2005-03-17,1069.9479,1069.9979,1042.0979,1050.048,458380,1113.0788254951071,1078.4480400000002,1043.8172545048933,18.849570539161505,28.058357414764277,-9.208786875602772,0.6717987892349992,46.61714704732985,19.770302775398946,25.600958035,0.7722485521194263,-0.01861800603400987
4117,2005-03-18,1045.998,1051.9979,1027.998,1035.5481,544150,1111.5229961145722,1066.9980600000004,1022.4731238854285,13.916849940552538,25.23005591992193,-11.313205979369393,0.5515980616421717,43.17215662815125,10.519153405446945,19.16382337205731,0.548906823091726,-0.010960282771992902
4116,2005-03-21,1038.9978,1046.898,1018.1979,1024.5983,396784,1095.8221706081658,1052.5481200000002,1009.2740693918345,9.020097905282682,21.98806431699408,-12.967966411711398,0.4102270111294541,40.724641100267704,8.731918758878177,13.007124979908019,0.6713181254401943,0.011711614200413889
4115,2005-03-22,1024.9979,1034.798,1001.9979,1007.6481,599590,1078.5861723128519,1037.1581200000003,995.7300676871487,3.7286654228885254,18.33618453817297,-14.607519115284443,0.2033501252742111,37.2081234415828,6.763482099778353,8.671518088034487,0.7799651723163717,0.038108442818479915
4114,2005-03-23,1007.9982,1022.4981,975.398,981.8483,1000208,1067.0454639438487,1019.93816,972.8308560561512,-2.517639404319425,14.16541974967449,-16.683059153993916,-0.17773136615858337,32.59464972191836,6.143555537621901,7.21298546542614,0.8517354661353033,0.09874213766016604
4113,2005-03-24,989.9982,1004.9981,965.0984,973.4981,813575,1052.3940412487962,1004.62818,956.8623187512038,-8.048889745814677,9.722557850576656,-17.771447596391333,-0.8278572233270165,31.24435947371285,7.161558872337548,6.689532169912597,1.0705619900518573,0.11124798291850801
4112,2005-03-28,981.9981,1018.4981,980.4983,1009.598,639955,1037.2370805779585,999.43816,961.6392394220416,-9.41100109888589,5.895846060684146,-15.306847159570037,-1.5962087547777408,42.36137537101735,23.62841821392638,12.311177541295272,1.919265491434088,0.07131551369951206
4111,2005-03-29,1006.9479,1014.998,974.0984,982.148,883946,1020.4975079813696,990.9481,961.3986920186303,-12.560678072387418,2.204541234069833,-14.76521930645725,-5.697638074656912,37.408360796992866,29.509431632955124,20.09980290640635,1.4681453231339732,0.09952664975136116
4110,2005-03-30,984.9983,998.9982,974.048,978.8481,375805,1010.3768497119245,985.1881,959.9993502880754,-15.148471962482404,-1.2660614052406145,-13.882410557241789,11.965037319499872,36.85055034733433,34.272202601678764,29.13668414952009,1.17625610470309,0.12596438609831306
4109,2005-03-31,989.748,1002.8979,978.2483,995.148,1168706,1013.8597347547288,987.8480399999999,961.8363452452709,-15.703036725804964,-4.153456469353484,-11.54958025645148,3.780715373248935,41.49148929581665,34.89627603515336,32.89263675659575,1.060914523009647,0.09983449697934388
4108,2005-04-01,997.9983,1024.9979,985.248,1022.198,640495,1030.3956197538491,997.5880199999999,964.7804202461508,-13.80073804492315,-6.082912784467418,-7.717825260455733,2.268771316294889,48.28397087693526,58.24396109231045,42.47081324304752,1.3713879402072668,0.03683249233514441
4107,2005-04-04,1028.9979,1044.9981,1013.4981,1034.0483,727372,1046.3959325528683,1002.4780800000001,958.5602274471319,-11.207736650557877,-7.1078775576855096,-4.099859092872367,1.5768049687968144,50.96945685468138,78.44815891025839,57.19613201257406,1.371564057741042,0.01218463392860869
4106,2005-04-05,1039.9982,1047.4979,1021.0482,1024.5479,781822,1052.190927609146,1010.9580600000002,969.7251923908543,-9.806326023627093,-7.647567250873826,-2.1587587727532673,1.2822804562466061,48.782409461645955,82.60857115639396,73.10023038632093,1.1300726512053827,0.02493792627948377
4105,2005-04-06,1028.898,1054.998,1021.9982,1025.748,861572,1046.7646838896974,1020.3380400000002,993.9113961103031,-8.500867258668563,-7.818227252432774,-0.6826400062357898,1.0873139119898791,49.07964439152842,71.73673791221196,77.59782265962143,0.9244684380756559,0.05727508120902991
4104,2005-04-07,1029.9983,1039.9982,994.0982,1003.7979,1633530,1042.0085986497022,1022.0680200000003,1002.1274413502985,-9.132201078046705,-8.08102201755556,-1.0511790604911457,1.1300799649113094,44.044872397765864,52.412717537025706,68.9193422018772,0.7604935836952621,0.10669478388030096
4103,2005-04-08,1039.9982,1039.9982,975.4983,981.8982,1230770,1051.8055849362104,1014.0080600000003,976.2105350637904,-11.269749784647274,-8.718767570973903,-2.5509822136733717,1.2925851839617766,39.67216290986988,32.17805320458667,52.10916955127477,0.6175123012260609,0.11971699306506522
4102,2005-04-11,983.048,989.9982,951.2483,958.5482,821342,1050.4440308886274,998.9080400000003,947.372049111373,-14.678715297970825,-9.910757116373286,-4.767958181597539,1.4810891968808848,35.61249026779606,13.893708768379097,32.828159836663815,0.42322532964098836,0.15439974745140628
4101,2005-04-12,963.9981,971.298,953.9982,966.6981,833150,1036.5779491149165,987.3380800000002,938.098210885084,-16.532143944614972,-11.235034482021623,-5.297109462593349,1.4714813711582122,37.99736388474895,9.992568049651174,18.68811000753897,0.5347019064859995,0.14161598124585129
4100,2005-04-13,974.898,983.898,959.9981,965.3981,821342,1007.6202198076392,975.2681000000002,942.9159801923613,-17.899563608571384,-12.567940307331575,-5.331623301239809,1.4242241107820648,37.757127687340926,12.623646558565776,12.16997445886534,1.0372779828942003,0.17459087603342072
4099,2005-04-15,960.048,974.898,939.9983,952.5983,1305974,984.7058852732756,965.0281800000002,945.3504747267249,-19.787986836929463,-14.011949613251153,-5.77603722367831,1.412222237668903,35.384945589932684,14.478294579226821,12.36483639581458,1.1709248805044954,0.15504898549577506
4098,2005-04-18,946.8981,977.4981,929.2482,963.248,1038971,971.6139755959139,961.2981400000002,950.9823044040866,-20.192467863854745,-15.24805326337187,-4.944414600482874,1.3242653022704285,38.8285760384002,28.170072051793444,18.42400439652867,1.5289874798934082,0.19320019351195117
4097,2005-04-19,976.9982,987.998,918.9981,944.2481,889058,975.764716943411,958.4381200000001,941.1115230565892,-21.794916897897565,-16.55742599027701,-5.237490907620554,1.316322773279866,35.22199721885134,35.05367250163679,25.900679710885672,1.353388130849101,0.20847254021480155
4096,2005-04-20,953.9982,961.9983,937.0481,949.5482,518455,971.1882091235339,955.0081400000001,938.8280708764664,-22.37922178898077,-17.721785150017762,-4.657436638963009,1.2628085488869805,36.98047356628925,45.61219210625642,36.27864555322888,1.2572738427991517,0.2027802274808168
4095,2005-04-21,978.8981,979.9983,944.9982,973.098,429175,977.2300419623124,956.5481200000002,935.8661980376879,-20.70336013055328,-18.318100146124866,-2.385259984428412,1.1302132844236583,44.225389731993516,53.09186438434444,44.5859096640792,1.1907767450378632,0.15789756016351908
4094,2005-04-22,982.8981,997.6982,970.0484,992.948,480340,999.4709841015218,964.6180600000001,929.7651358984784,-17.570951593260475,-18.168670435551988,0.5977188422915134,0.9671016740376382,49.49579201076159,72.2151708714259,56.973075787342246,1.2675315466726127,0.12246351269150058
4093,2005-04-25,988.9983,999.9981,981.9981,996.3482,294706,1014.1725427707297,971.2381000000001,928.3036572292706,-14.645305570102096,-17.46399746246201,2.818691892359915,0.838599845286364,50.36107511365447,89.28796393923005,71.53166639833346,1.2482298880333407,0.10533456074894287
4092,2005-04-26,998.9982,998.9982,965.9984,975.4983,580672,1010.9375905075716,977.4881400000002,944.0386894924287,-13.849474576800276,-16.741092885329664,2.891618308529388,0.8272742210836586,45.24236903420963,83.51288870781063,81.67200783948886,1.0225399242288702,0.1282928940009429
4091,2005-04-27,969.998,983.498,963.9981,969.1983,819011,1003.4987050674159,981.4181600000002,959.3376149325844,-13.570695598266866,-16.107013427917103,2.536317829650237,0.8425333261811141,43.79392949651948,66.85825084904705,79.88636783202924,0.8369168941267254,0.17313237136301218
4090,2005-04-28,974.9984,978.998,967.9982,971.6981,231165,1003.664620430195,981.1381800000001,958.6117395698053,-12.998212972939996,-15.485253336921682,2.487040363981686,0.8393929818344137,44.552483542919816,42.15656360624863,64.17590105436877,0.6568908720196119,0.15004660398121605
4089,2005-04-29,984.848,984.848,960.098,963.7484,342874,997.689506862159,975.2982600000001,952.9070131378413,-13.035723018932458,-14.995347273323837,1.9596242543913789,0.8693178478182044,42.58422470628418,24.845999986183653,44.6202714804931,0.5568321115447655,0.17929938975774173
4088,2005-05-02,974.9984,977.9981,964.998,969.8481,183753,977.6330618091775,969.9982400000001,962.3634181908227,-12.429970228539787,-14.482271864367027,2.0523016358272397,0.8582886956516239,44.60637080653899,18.5340445652334,28.512202719221886,0.6500390288239086,0.17786280140158017
4087,2005-05-03,967.9982,976.9982,964.998,967.748,118530,973.7895371390307,968.4481800000001,963.1068228609695,-11.981254848847016,-13.982068461263024,2.0008136124160085,0.8569014578952168,44.031381469756404,21.70744523863426,21.695829930017094,1.0005353705599018,0.15985576823718572
4086,2005-05-04,970.9983,999.9482,964.998,996.6983,683965,997.3048787411828,973.9481800000001,950.5914812588173,-9.183733057363042,-13.022401380483029,3.838668323119986,0.7052257712718726,53.021402793908656,49.27273163266009,29.838073812175907,1.65133754755153,0.13875753575580485
4085,2005-05-05,998.9982,1045.998,991.998,1034.5482,1449444,1039.8787979734122,986.5182000000001,933.1576020265879,-3.867919311244691,-11.19150496663536,7.323585655390669,0.345612080124694,61.686351503422884,69.80819310629673,46.92945665919702,1.4875133461110728,0.09608020196642353
4084,2005-05-06,1031.9981,1037.8481,1004.9981,1009.4481,642862,1045.8483045827268,995.6581400000001,945.4679754172735,-1.6613162986305952,-9.285467233034407,7.624150934403811,0.17891574618024816,54.506584956252404,77.79738502548848,65.62610325481509,1.1854640328622645,0.17529331126582948
4083,2005-05-09,1014.8981,1029.9983,1001.2482,1022.9481,915230,1052.438534522168,1006.27814,960.1177454778319,1.1633591818919058,-7.195701950049144,8.35906113194105,-0.16167417577432602,57.37987184040424,71.03025999223894,72.87861270800805,0.9746379267237889,0.1438485491101651
4082,2005-05-10,1033.9979,1033.9979,1009.998,1016.298,1988743,1041.4106958754746,1015.98814,990.5655841245255,2.8326740548723137,-5.190026749064852,8.022700803937166,-0.5457918025919056,55.51968513319615,63.25111111111102,70.69291870961281,0.8947305085949174,0.16353461287929338
4081,2005-05-11,1014.998,1018.998,999.9981,1003.1981,691903,1039.0306049158685,1017.2881,995.5455950841315,3.06325437923158,-3.539370523405566,6.602624902637146,-0.8654799939634833,51.94709868006376,51.87253086419742,62.051300655849126,0.8359620236148552,0.20055809515588208
4080,2005-05-12,1005.098,1019.9979,1003.9982,1013.4482,358759,1026.2957204971997,1013.0680999999998,999.8404795028001,4.026671392570279,-2.026162140210397,6.052833532780676,-1.9873391732372163,54.4186397918694,39.869843355023875,51.66449511011077,0.7717068224522594,0.18407423290109937
4079,2005-05-13,1014.998,1024.898,1012.9482,1016.9982,226881,1027.5288856617258,1014.5781199999998,1001.6273543382738,5.018788182022945,-0.6171720757637282,5.635960257786673,-8.13191066010622,55.27660159922766,35.42559499016418,42.389323069795154,0.8357197620692123,0.20275306288644357
4078,2005-05-16,1019.9979,1042.898,1019.9979,1030.4982,961544,1033.5614223255188,1016.0881399999998,998.6148576744808,6.81581657054528,0.8694256534980735,5.946390917047207,7.839447275476997,58.477379414546185,52.21060965508091,42.50201600008965,1.228426662278109,0.20907285427572808
4077,2005-05-17,1038.798,1038.8979,1020.0479,1024.1982,299188,1036.3205984814672,1017.6681799999999,999.0157615185325,7.6435075692959344,2.224242036657646,5.419265532638288,3.4364549555864805,56.44710893857049,59.16905972106965,48.93508812210491,1.2091336092708878,0.2194393624202815
4076,2005-05-18,1024.9979,1039.9982,1017.4982,1036.598,488296,1041.3360403865051,1024.34816,1007.3602796134948,9.194035758410678,3.6182007810082526,5.575834977402425,2.541051841752313,59.43251170507179,70.43704496889536,60.605571448348634,1.162220622388251,0.21773117447650892
4075,2005-05-19,1037.9979,1054.998,1028.6982,1046.048,1270973,1050.8733120470724,1030.8681199999999,1010.8629279529272,11.05790786374655,5.106142197555912,5.951765666190638,2.165609071568647,61.59321770149057,72.97695941977311,67.52768803657938,1.0806968451258376,0.18359539906390543
4074,2005-05-20,1054.4981,1088.9978,1044.9981,1078.7981,1043120,1081.6085367879414,1043.2280999999998,1004.8476632120584,15.004734067485515,7.085860571541833,7.918873495943682,2.117559880834713,67.96190282443433,82.75162092127432,75.38854176998093,1.0976684119154205,0.16560049558856282
4073,2005-05-23,1074.4979,1106.8979,1074.4979,1081.7978,945776,1099.449430092282,1053.48802,1007.526609907718,18.165275006967818,9.30174345862703,8.863531548340788,1.9528892715397546,68.47750216493854,78.79135002309356,78.17331012138034,1.0079060218986964,0.1932428592478188
4072,2005-05-24,1079.9978,1088.8979,1072.4981,1081.598,569989,1104.0974475051953,1064.96798,1025.8385124948045,20.418532153206343,11.525101197542892,8.893430955663451,1.7716575154723584,68.39854440066921,76.4528591336019,79.33194335932329,0.9637083865110808,0.18879435797773314
4071,2005-05-25,1081.4981,1085.8982,1071.9981,1079.8979,366940,1101.296924737452,1073.62796,1045.9589952625481,21.81559422329974,13.583199802694262,8.232394420605479,1.6060718048903737,67.68340159142082,69.6989950720346,74.98106807624339,0.9295545777123662,0.20034264350361264
4070,2005-05-26,1083.9978,1111.9478,1083.9978,1102.1481,1206452,1102.2896418490234,1084.84798,1067.4063181509766,24.43649249219561,15.753858340594531,8.68263415160108,1.551143343039189,71.83403757884794,74.17861567978751,73.44348996180804,1.010009406121111,0.13187846533510306
4069,2005-05-27,1106.9978,1132.898,1082.3481,1094.4981,1802217,1105.5945748568738,1087.98798,1070.3813851431264,25.601167859653287,17.72332024440628,7.877847615247006,1.4444905077948564,68.57301038159244,62.59382663628967,68.82381246270396,0.9094792107050107,0.14778408477821925
4068,2005-05-30,1095.998,1095.998,1037.9979,1059.8481,1135523,1112.5070957442692,1083.59804,1054.688984255731,23.457809040884513,18.87021800370193,4.587591037182584,1.2431127735928964,56.14124817297588,48.4442963698687,61.73891289531533,0.7846639031693186,0.1718167914817228
4067,2005-05-31,1065.9479,1073.898,1033.4979,1046.6478,1905880,1118.1934172525023,1076.608,1035.0225827474976,20.45819846730933,19.18781409642341,1.270384370885921,1.066207873627602,52.25464978550598,24.39985278115492,45.14599192910447,0.5404655372169364,0.17283751038314898
4066,2005-06-01,1047.9978,1059.7982,1045.8981,1050.098,274564,1116.9170896692078,1070.64802,1024.3789503307923,18.1501639898097,18.980284075100666,-0.830120085290968,0.9562640852999685,53.16725381027532,17.651323292965852,30.165157481329867,0.5851560133206927,0.16631733419166594
4065,2005-06-02,1059.8981,1093.9977,1054.998,1084.4978,847235,1105.2051048978974,1067.11796,1029.0308151021027,18.87917898333785,18.960063056748105,-0.08088407341025317,0.9957339765607233,61.14217065407298,27.079080738684695,23.04341893760186,1.1751329441178326,0.1712770648312978
4064,2005-06-03,1084.9982,1114.9979,1070.0478,1110.8979,1546725,1118.7839398823455,1070.3979199999999,1022.0119001176544,21.34118812090719,19.436288069579923,1.9049000513272674,1.098007399587201,65.93623176134994,54.32576834154059,33.01872412439709,1.6453018637809815,0.12669904227922313
4063,2005-06-06,1094.9981,1116.9977,1094.9981,1099.4481,747982,1130.0517843912664,1078.31792,1026.5840556087335,22.113533876884276,19.971737231040795,2.141796645843481,1.1072413792083458,62.343746944166035,75.08649488116872,52.163781320464714,1.4394373448481397,0.1315654645271569
4062,2005-06-07,1099.998,1117.6979,1099.998,1106.5478,3251346,1134.3144489869,1090.29792,1046.2813910131,23.032999823853288,20.583989749603294,2.449010074249994,1.11897645228361,63.66569519150347,86.14078644597878,71.85101655622941,1.1988805527694437,0.16718654178337355
4061,2005-06-08,1105.9979,1119.9978,1099.998,1103.598,277579,1119.1137051624878,1100.99792,1082.8821348375122,23.25558311764553,21.11830842321174,2.1372746944337884,1.101204824344958,62.68111449653742,79.40749833789076,80.21159322167946,0.9899753283597491,0.23667984175397194
4060,2005-06-09,1102.9977,1149.998,1100.9979,1133.9478,2113447,1135.1301512845757,1110.88792,1086.645688715424,25.586017514575133,22.011850241484417,3.5741672730907155,1.1623746860840756,68.1403816255577,79.72159451461852,81.7566264328294,0.9751086608266198,0.1765509840929187
4059,2005-06-10,1132.9979,1136.948,1099.998,1100.2977,526078,1134.4472418940995,1108.7678799999999,1083.0885181059002,24.43593942083544,22.49666807735462,1.9392713434808186,1.086202602839347,58.00805476806416,54.77662262365283,71.30190515872074,0.7682350492839987,0.19217489957490597
4058,2005-06-13,1104.8981,1154.9979,1101.9978,1149.3477,1139564,1157.5926865109539,1118.7477999999999,1079.9029134890459,27.169229353992932,23.43118033268228,3.738049021310651,1.159533107945772,65.95492707001799,59.76243248479213,64.75354987435453,0.9229213317378431,0.15225992969751445
4057,2005-06-14,1144.998,1148.9976,1126.4981,1141.0979,1324848,1165.6388314736344,1125.65782,1085.6768085263654,28.342971274797264,24.413538521105277,3.9294327536919873,1.1609530199931906,63.76903274572106,58.029923690770325,57.522992933071805,1.0088126631082692,0.15682239008589893
4056,2005-06-15,1139.9981,1149.998,1133.9978,1142.0978,481357,1167.8285439837707,1133.3577799999998,1098.887016016229,29.019336924717436,25.33469820182771,3.6846387228897264,1.1454384296799678,63.925090373675786,80.33311575718007,66.04182397758088,1.2163975935075724,0.17441562360071083
4055,2005-06-16,1142.2476,1143.9477,1119.9978,1126.7478,541522,1166.7690947416643,1131.91778,1097.0664652583357,27.994046913404418,25.86656794414305,2.127478969261368,1.082248212204089,59.67558618682385,66.63618176275467,68.33307373690172,0.9751673401860937,0.1769690608670369
4054,2005-06-17,1126.998,1144.998,1103.3978,1114.5479,2468048,1159.740401861409,1134.7678199999998,1109.7952381385905,25.898525144843916,25.872959384283224,0.02556576056069204,1.0009881266453122,56.4629394792463,49.62023593188641,65.52984448394042,0.7572158353595205,0.1906597284872189
4053,2005-06-20,1123.898,1129.9977,1099.998,1101.2981,701623,1156.4683934495015,1125.1578999999997,1093.847406550498,22.90463059517606,25.27929362646179,-2.3746630312857313,0.9060629198594383,53.118308213146406,24.9718925711409,47.07610342192737,0.5304579341948966,0.197947585671854
4052,2005-06-21,1108.998,1119.9978,1099.998,1100.6478,484489,1148.6254849036764,1117.0678799999998,1085.5102750963233,20.24608950247125,24.272652801663682,-4.026563299192432,0.8341111154147747,52.952517390139775,9.19306309472359,27.92839719925034,0.329165437928187,0.19479419301978362
4051,2005-06-22,1107.9981,1139.9981,1107.4977,1136.9979,1059977,1144.478306821718,1116.0479,1087.617493178282,20.832185347190034,23.584559310768952,-2.7523739635789184,0.8832976301438816,60.3939178408668,28.707266666666595,20.95740744417707,1.3697909315898134,0.16908518476595247
4050,2005-06-23,1124.9978,1137.2477,1107.0981,1117.4981,1154045,1140.7439784596306,1114.19796,1087.6519415403693,19.49843382556287,22.767334213727736,-3.268900388164866,0.8564214695722322,55.33745630051305,40.80357037037032,26.234633377253544,1.5553322123322912,0.18505561664937042
4049,2005-06-24,1117.4981,1143.9977,1102.4978,1136.5479,968060,1150.6411961670883,1118.5979599999998,1086.5547238329113,19.750909598355747,22.164049290653338,-2.413139692297591,0.8911236994354086,58.95304787835984,68.05987734428165,45.85690479377289,1.48417948508212,0.129382756327296
4048,2005-06-27,1129.9977,1170.8478,1114.9979,1142.348,1933204,1157.9363401009082,1126.80794,1095.6795398990917,20.186322701275003,21.768503972777673,-1.5821812715026695,0.9273178683532297,60.0144232853791,60.57732385036442,56.48025718833884,1.072539801799477,0.12089100694359334
4047,2005-06-28,1139.9981,1143.9977,1114.9979,1122.4481,991280,1150.1590774847357,1131.1680000000001,1112.1769225152646,18.70995834941641,21.15679484810542,-2.4468364986890094,0.8843474866464415,54.78064475649119,57.34376742781168,61.99365620748596,0.9249941193319584,0.16909432159936832
4046,2005-06-29,1127.898,1139.9981,1122.998,1134.9977,350920,1149.3303949289482,1130.76796,1112.2055250710516,18.34115142588712,20.59366616366176,-2.2525147377746393,0.8906209938593023,57.30911878199555,45.50400441878694,54.47503189898773,0.8353185456259,0.16766518557702814
4045,2005-06-30,1134.9977,1145.498,1125.9977,1133.9478,316180,1147.0381514644084,1134.0579,1121.0776485355916,17.75943145530573,20.026819221990554,-2.2673877666848234,0.8867824320202029,57.02185675463801,40.91694708607643,47.92157297755839,0.8538314697065096,0.18144530109763446
4044,2005-07-01,1139.8977,1194.9975,1134.9977,1186.3976,1945552,1188.27129590636,1144.02784,1099.78438409364,21.285310891969175,20.278517555986276,1.0067933359828984,1.0496482710436439,66.15018708226677,60.93749022171094,49.11948057552481,1.240597203140515,0.13178533065137676
4043,2005-07-04,1184.9976,1184.9976,1166.148,1170.0977,637966,1198.3192268898765,1149.57778,1100.8363331101236,22.504907477480856,20.72379554028519,1.7811119371956643,1.0859452571674597,61.76005903198231,68.04611104864837,56.63351611881196,1.201516623228793,0.1391760705110352
4042,2005-07-05,1169.9978,1191.8979,1169.9978,1182.4979,715771,1207.1612399669805,1161.5877400000002,1116.0142400330199,24.19315542934919,21.417667518097993,2.775487911251197,1.1295887102975104,63.73201826601262,80.25482983667403,69.7461437023445,1.1506704969837105,0.13391110462014355
4041,2005-07-06,1179.9977,1207.9976,1179.9977,1204.3976,805709,1222.4448594281723,1175.46772,1128.4905805718279,26.98713595654681,22.531561205787757,4.455574750759052,1.1977481591295385,66.9714198004482,82.37472300108811,76.89188796213689,1.0713057668924852,0.08921480746889565
4040,2005-07-07,1192.9977,1224.9977,1184.9976,1199.9979,1157393,1213.3980533975353,1188.6777400000003,1163.9574266024654,28.517633110829365,23.72877558679608,4.788857524033286,1.2018164614738087,65.70175824560758,83.49050635741236,82.04001973172488,1.0176802325307897,0.10433309924959033
4039,2005-07-08,1194.9975,1230.9975,1194.9975,1223.1977,598816,1232.6923258391487,1196.0377600000002,1159.3831941608516,31.24244959226621,25.231510387890104,6.010939204376108,1.238231445996236,69.0353367319129,85.26821816589187,83.71114917479748,1.0186004971433742,0.07214688189815921
4038,2005-07-11,1228.9977,1249.7976,1216.0976,1245.9474,571555,1254.538027025587,1211.2077000000002,1167.8773729744132,34.83602889148574,27.15241408860923,7.683614802876509,1.2829809083568697,71.91769340198772,85.1233598772369,84.62736146684709,1.0058609698068408,0.06545212101249209
4037,2005-07-12,1230.0975,1263.6977,1200.1977,1248.9476,946532,1265.130941220882,1224.49764,1183.864338779118,37.49385165991748,29.220701602870882,8.2731500570466,1.283126331786427,72.28410522523858,88.50835151403493,86.29997651905461,1.0255895202299703,0.0719002942957736
4036,2005-07-13,1244.9975,1269.9977,1229.9976,1262.2977,425071,1280.0611120894873,1236.07766,1192.0942079105125,40.21387631712264,31.419336545721233,8.794539771401407,1.279908512982241,73.91507279945365,89.49792745349595,87.70987961492263,1.0203859342462158,0.05375094955809545
